"","Q1.2","NIMBY","Progress","UserLanguage","participantId","Duration (in seconds)","StartDate","EndDate","Q14.11_1","Q14.11_2","Q14.11_3","Q14.11_4","Q14.11_5","Q14.11_6","Q136_1","Q136_2","Q136_3","Q136_4","Q136_5","Q136_6","Q136_7","Q136_8","Q136_9","Q136_10","age","gender","Q2.3","Q2.4","Q20.1","Q19.2_1","Q19.2_2","Q19.2_3","Q7.10","Q8.2","Q12.2_1","Q12.2_2","Q12.2_3","Q12.4","Q12.5","Q14.6","Q14.7_1","Q14.7_2","Q14.7_3","Q14.12","Q14.9_1","left_right","pol_party_support","education","circle1","circle2","circle3","QID1214859317_cjp1","QID1214859317_cjp2","QID246_cjp1","QID246_cjp2","QID251_cjp1","QID251_cjp2","QID255_cjp1","QID255_cjp2","Q15.8","Q15.9_1","Q15.9_2","Q15.14","Q15.15_1","Q15.15_2","Q15.20","Q15.21_1","Q15.21_2","Q15.26","Q15.27_1","Q15.27_2","municipalityId","type","municipality_type","urban_rural","circle_match"
"75",1,1,43,"DE",14566,422,"2024-05-10 11:39:46","2024-05-10 11:46:49",NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,30,1,1,1,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2939,12,2,1,1
"76",1,0,25,"DE",15341,1020966,"2024-05-10 14:33:28","2024-05-22 10:09:35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,1,1,5,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2583,12,2,1,1
"77",1,1,78,"DE",5410,950718,"2024-05-10 15:20:48","2024-05-21 15:26:06",4,4,7,7,7,5,5,1,7,7,7,7,7,7,7,3,31,1,1,2,2,6,1,5,1,7,1,1,3,7,7,6,7,7,7,7,7,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4671,13,3,1,1
"78",1,1,43,"EN",3839,1382,"2024-05-10 23:16:36","2024-05-10 23:39:39",NA,NA,NA,NA,NA,NA,6,6,3,7,3,6,5,6,3,1,34,1,1,2,2,7,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,11,1,1,1
"79",1,1,43,"DE",3323,1060,"2024-05-11 12:53:28","2024-05-11 13:11:08",NA,NA,NA,NA,NA,NA,2,2,2,6,2,5,1,5,5,1,69,2,1,1,1,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2701,11,1,1,1
"80",1,1,80,"FR",5562,898,"2024-05-11 22:04:44","2024-05-11 22:19:42",1,1,1,1,1,1,6,7,2,5,1,6,1,4,4,5,52,1,1,1,4,6,5,3,2,4,1,1,1,2,2,2,2,1,1,1,1,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6619,11,1,1,1
"81",1,0,7,"DE",12826,28592,"2024-05-12 09:05:50","2024-05-12 17:02:23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372,13,3,1,1
"82",1,1,1,"DE",10911,133,"2024-05-12 16:48:46","2024-05-12 16:50:59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1059,12,2,1,1
"83",1,0,37,"FR",15067,760,"2024-05-12 20:05:34","2024-05-12 20:18:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,2,1,1,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5892,12,2,1,1
"84",NA,0,0,"DE",7867,35,"2024-05-13 09:10:01","2024-05-13 09:10:36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2763,11,1,1,1
"85",1,1,84,"DE",1598,16876,"2024-05-13 12:52:26","2024-05-13 17:33:42",3,3,3,3,3,3,5,5,4,5,1,5,1,3,2,4,67,1,1,1,2,5,6,2,5,3,3,1,1,2,2,3,3,3,3,3,3,NA,NA,NA,1,0,0,"Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),500-1500 Meter,Regionaler Energieversorger,21-40% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,11-20% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),0-500 Meter,Bäuerinnen und Bauern,6-10% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),0-500 Meter,Bäuerinnen und Bauern,0-5% Reduzierung des Ernteertrags,11-20% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 5 Fussballfelder (ca. 5ha),500-1500 Meter,Energiegenossenschaft (z.B. lokale Bevölkerung),0-5% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,6-10% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 10 Fussballfelder (ca. 10ha),0-500 Meter,Gemeinde,21-40% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),1500-4500 Meter,Bäuerinnen und Bauern,0-5% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,6-10% höheres Einkommen","","",1,3,3,1,3,3,NA,NA,NA,NA,NA,NA,1711,12,2,1,1
"86",1,0,69,"DE",10746,1160,"2024-05-14 19:42:20","2024-05-14 20:01:41",NA,NA,NA,NA,NA,NA,7,5,1,7,1,5,5,4,4,1,38,1,1,1,3,6,2,6,1,4,1,1,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6110,31,7,3,1
"87",1,0,80,"FR",3041,1592,"2024-05-14 20:16:54","2024-05-14 20:43:27",1,1,1,1,1,1,2,7,1,1,1,3,1,4,4,3,39,1,1,1,2,7,1,7,1,1,1,3,3,1,1,1,3,1,1,4,1,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5586,11,1,1,1
"88",1,1,80,"DE",3193,1825,"2024-05-14 21:06:45","2024-05-14 21:37:10",5,4,2,5,4,3,5,2,5,7,3,4,5,5,4,2,61,1,1,1,2,6,5,5,3,4,1,1,1,4,5,5,5,3,3,4,3,NA,NA,NA,0,0,0,"Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),0-500 Meter,Gemeinde,11-20% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),1500-4500 Meter,Grundstückseigentümer,11-20% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,11,1,1,1
"89",1,1,25,"DE",15915,611,"2024-05-15 09:32:12","2024-05-15 09:42:24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,2,1,1,2,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,11,1,1,1
"90",1,0,77,"DE",13472,1452,"2024-05-15 09:43:08","2024-05-15 10:07:20",4,4,1,5,7,4,5,3,5,3,1,7,3,7,7,3,62,2,1,1,2,5,3,5,4,6,1,1,3,5,5,6,7,4,1,5,1,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,11,1,1,1
"91",1,1,80,"DE",13257,1950,"2024-05-15 09:50:10","2024-05-15 10:22:40",4,3,5,3,4,4,7,6,5,6,2,3,3,5,3,1,59,2,1,1,2,6,6,6,4,4,1,1,1,5,5,5,4,3,2,2,1,NA,NA,NA,0,0,0,"Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu einem Fussballfeld (ca. 1ha),0-500 Meter,Regionaler Energieversorger,21-40% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,11-20% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),1500-4500 Meter,Gemeinde,21-40% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,0-5% höheres Einkommen","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,31,7,3,1
"92",1,1,74,"DE",559,3789,"2024-05-15 12:15:31","2024-05-15 13:18:40",NA,NA,NA,NA,NA,NA,5,4,3,6,3,5,4,5,4,2,63,2,1,1,1,6,2,5,4,6,1,1,1,5,4,4,2,1,1,4,1,NA,NA,NA,1,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,11,1,1,1
"93",1,1,7,"DE",10965,514,"2024-05-15 12:20:36","2024-05-15 12:29:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768,13,3,1,1
"94",NA,1,0,"FR",11878,NA,"2024-05-15 13:24:19","2024-05-15 13:24:19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2775,11,1,1,1
"95",1,1,74,"DE",12503,890,"2024-05-15 14:17:10","2024-05-15 14:32:01",NA,NA,NA,NA,NA,NA,5,5,5,5,3,5,5,5,5,3,39,2,1,1,3,6,5,4,3,5,1,1,3,5,5,5,5,4,2,5,5,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4026,12,2,1,1
"96",1,1,88,"FR",4318,1684,"2024-05-15 19:30:21","2024-05-15 19:58:26",1,1,1,1,1,1,6,3,4,7,1,5,5,5,3,2,64,1,1,1,3,5,1,4,7,3,1,1,1,1,1,2,2,1,1,1,1,NA,NA,NA,0,0,0,"Surfaces libres horizontales pour installations agri-PV sur des pâturage ou des terres cultivées,Jusqu'à 5 terrains de football (env. 5ha),1500-4500 mètres,Investisseurs externes (non locaux),Réduction de 41-80% du rendement de la récolte,Augmentation de 6-10% de la production propre,Augmentation de 11-20% du revenu des agriculteurs","Installations agri-PV sur des serres et remplacement de tunnels en plastique,Jusqu'à un terrain de football (env. 1ha),500-1500 mètres,Commune,Réduction de 6-10% du rendement de la récolte,Augmentation de 11-20% de la production propre,Augmentation de 41-80% du revenu des agriculteurs","Surfaces libres verticales pour installations agri-PV sur des pâturages ou des terres cultivées ,Jusqu'à 5 terrains de football (env. 5ha),500-1500 mètres,Coopérative énergétique (par ex. citoyens locaux),Réduction de 21-40% du rendement de la récolte,Augmentation de 0-5% de la production propre,Augmentation de 41-80% du revenu des agriculteurs","Installations agri-PV sur des serres et remplacement de tunnels en plastique,Jusqu'à un terrain de football (env. 1ha),0-500 mètres,Coopérative énergétique (par ex. citoyens locaux),Réduction de 21-40% du rendement de la récolte,Augmentation de 41-80% de la production propre,Augmentation de 6-10% du revenu des agriculteurs","Surfaces libres verticales pour installations agri-PV sur des pâturages ou des terres cultivées ,Jusqu'à 5 terrains de football (env. 5ha),1500-4500 mètres,Paysans et paysannes,Réduction de 21-40% du rendement de la récolte,Augmentation de 41-80% de la production propre,Augmentation de 41-80% du revenu des agriculteurs","Surfaces libres horizontales pour installations agri-PV sur des pâturage ou des terres cultivées,Jusqu'à 5 terrains de football (env. 5ha),500-1500 mètres,Paysans et paysannes,Réduction de 11-20% du rendement de la récolte,Augmentation de 41-80% de la production propre,Augmentation de 11-20% du revenu des agriculteurs","Surfaces libres horizontales pour installations agri-PV sur des pâturage ou des terres cultivées,Jusqu'à 10 terrains de football (env. 10ha),1500-4500 mètres,Propriétaire du terrain,Réduction de 6-10% du rendement de la récolte,Augmentation de 41-80% de la production propre,Augmentation de 41-80% du revenu des agriculteurs","Surfaces libres horizontales pour installations agri-PV sur des pâturage ou des terres cultivées,Jusqu'à un terrain de football (env. 1ha),500-1500 mètres,Fournisseur régional d'énergie,Réduction de 41-80% du rendement de la récolte,Augmentation de 0-5% de la production propre,Augmentation de 11-20% du revenu des agriculteurs",2,1,1,2,1,1,2,1,1,2,1,1,6153,13,3,1,1
"97",1,1,80,"FR",490,2005,"2024-05-15 20:57:26","2024-05-15 21:30:52",2,2,2,2,2,2,7,7,7,7,1,5,1,4,1,1,35,2,1,1,2,7,1,7,1,3,3,3,1,3,3,3,2,2,2,2,1,NA,NA,NA,1,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6265,12,2,1,1
"98",1,1,80,"DE",3387,2167,"2024-05-16 14:06:18","2024-05-16 14:42:25",3,3,3,5,4,3,5,7,6,6,3,6,3,3,3,5,53,1,1,1,2,5,5,2,4,6,1,1,1,4,3,3,3,3,3,2,3,NA,NA,NA,0,0,0,"Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),0-500 Meter,Regionaler Energieversorger,6-10% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,6-10% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Gemeinde,41-80% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,11-20% höheres Einkommen","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3787,13,3,1,1
"99",1,1,80,"EN",1362,1662,"2024-05-16 14:15:49","2024-05-16 14:43:31",4,3,4,4,5,4,4,5,4,4,4,4,4,4,4,2,54,1,1,1,5,4,1,1,1,5,1,1,3,4,4,4,4,4,4,4,4,NA,NA,NA,0,0,0,"Horizontal open space Agri-PV systems on pasture or arable land,Up to 10 football pitches (approx. 10ha),500-1500 meters,Energy cooperative (e.g. local population),41-80% reduction in crop yield,0-5% increase in own production,21-40% higher income","Agri-PV systems on greenhouses and replacement of polytunnels,Up to 10 football pitches (approx. 10ha),500-1500 meters,Energy cooperative (e.g. local population),0-5% reduction in crop yield,6-10% increase in own production ,41-80% higher income","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6613,11,1,1,1
"100",1,1,89,"DE",3960,2466,"2024-05-17 09:12:28","2024-05-17 09:53:34",6,5,4,6,5,5,5,7,2,6,5,6,1,6,6,3,62,1,1,1,2,7,1,5,6,5,3,3,3,5,5,5,5,4,4,5,5,NA,NA,NA,1,0,0,"Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),500-1500 Meter,Bäuerinnen und Bauern,21-40% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),500-1500 Meter,Grundstückseigentümer,0-5% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),500-1500 Meter,Gemeinde,21-40% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,41-80% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 5 Fussballfelder (ca. 5ha),0-500 Meter,Energiegenossenschaft (z.B. lokale Bevölkerung),41-80% Reduzierung des Ernteertrags,11-20% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Energiegenossenschaft (z.B. lokale Bevölkerung),11-20% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,0-5% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),0-500 Meter,Grundstückseigentümer,11-20% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,11-20% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),0-500 Meter,Bäuerinnen und Bauern,41-80% Reduzierung des Ernteertrags,11-20% Erhöhung der Eigenproduktion,6-10% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),1500-4500 Meter,Externe (nicht lokale) Investoren,0-5% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,6-10% höheres Einkommen",1,4,4,1,4,4,1,4,4,1,4,4,1707,12,2,1,1
"101",1,0,89,"DE",9994,5289,"2024-05-17 09:19:55","2024-05-17 10:48:05",4,4,4,4,4,4,7,7,4,7,4,4,1,4,4,4,73,1,1,1,1,2,2,1,1,4,1,1,1,4,4,4,4,4,4,4,4,NA,NA,NA,0,0,0,"Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),0-500 Meter,Energiegenossenschaft (z.B. lokale Bevölkerung),6-10% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,6-10% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),0-500 Meter,Regionaler Energieversorger,11-20% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 10 Fussballfelder (ca. 10ha),0-500 Meter,Bäuerinnen und Bauern,6-10% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 10 Fussballfelder (ca. 10ha),0-500 Meter,Gemeinde,0-5% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,11-20% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),500-1500 Meter,Gemeinde,41-80% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 10 Fussballfelder (ca. 10ha),500-1500 Meter,Externe (nicht lokale) Investoren,11-20% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,21-40% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Externe (nicht lokale) Investoren,41-80% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,0-5% höheres Einkommen","Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 10 Fussballfelder (ca. 10ha),500-1500 Meter,Externe (nicht lokale) Investoren,6-10% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,41-80% höheres Einkommen",1,4,4,1,4,4,1,4,4,1,4,4,155,11,1,1,1
"102",1,1,82,"DE",3672,1708,"2024-05-17 12:53:05","2024-05-17 13:21:33",5,5,2,3,6,6,7,6,7,7,3,6,3,6,3,1,59,2,1,1,3,5,3,3,2,5,1,1,1,5,5,5,5,5,3,5,5,NA,NA,NA,0,0,0,"Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),0-500 Meter,Bäuerinnen und Bauern,11-20% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,0-5% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),500-1500 Meter,Externe (nicht lokale) Investoren,21-40% Reduzierung des Ernteertrags,21-40% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","","","","","","",2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4001,12,2,1,1
"103",1,1,74,"DE",1720,8621,"2024-05-17 14:31:54","2024-05-17 16:55:35",NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,42,2,1,2,1,5,5,6,3,4,1,1,1,5,5,5,6,6,2,5,6,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1341,13,3,1,1
"104",1,1,34,"FR",2124,1299,"2024-05-17 15:27:15","2024-05-17 15:48:55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,1,1,1,2,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6621,11,1,1,1
"105",1,0,80,"DE",7844,663922,"2024-05-17 16:42:51","2024-05-25 09:08:13",7,5,6,7,7,6,6,2,6,7,7,7,7,6,3,2,55,2,1,1,2,7,7,7,4,7,1,1,1,6,6,7,7,7,7,7,7,NA,NA,NA,1,0,0,"Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu einem Fussballfeld (ca. 1ha),1500-4500 Meter,Regionaler Energieversorger,21-40% Reduzierung des Ernteertrags,11-20% Erhöhung der Eigenproduktion,41-80% höheres Einkommen","Vertikale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),0-500 Meter,Regionaler Energieversorger,6-10% Reduzierung des Ernteertrags,0-5% Erhöhung der Eigenproduktion,6-10% höheres Einkommen","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562,32,8,3,1
"106",NA,0,0,"DE",15352,NA,"2024-05-17 17:25:09","2024-05-17 17:25:09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,11,1,1,1
"107",1,0,23,"DE",13721,406,"2024-05-17 18:46:03","2024-05-17 18:52:50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,1,1,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1362,13,3,1,1
"108",1,1,7,"DE",14910,49,"2024-05-17 18:52:21","2024-05-17 18:53:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2774,22,5,2,1
"109",1,1,80,"DE",15348,3795,"2024-05-17 19:55:48","2024-05-17 20:59:04",5,5,4,5,6,5,6,1,5,6,6,4,5,4,4,2,33,2,1,1,2,7,2,6,4,6,1,1,3,2,6,4,4,4,4,5,5,NA,NA,NA,1,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2138,33,9,3,1
"110",1,0,9,"EN",4280,312,"2024-05-17 20:15:12","2024-05-17 20:20:24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,11,1,1,1
"111",1,1,80,"DE",8111,252736,"2024-05-17 20:52:16","2024-05-20 19:04:33",4,6,4,4,4,4,5,1,2,7,6,5,6,6,1,1,39,2,1,1,3,6,1,5,1,6,1,1,1,5,5,5,4,4,4,5,5,NA,NA,NA,0,0,0,"Agri-PV-Anlage auf Gewächshäusern und Ersatz von Folientunneln,Bis zu 5 Fussballfelder (ca. 5ha),500-1500 Meter,Gemeinde,6-10% Reduzierung des Ernteertrags,6-10% Erhöhung der Eigenproduktion ,21-40% höheres Einkommen","Horizontale Freiflächen Agri-PV-Anlage auf Weide- oder Ackerland,Bis zu 5 Fussballfelder (ca. 5ha),500-1500 Meter,Regionaler Energieversorger,21-40% Reduzierung des Ernteertrags,41-80% Erhöhung der Eigenproduktion,0-5% höheres Einkommen","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6298,23,6,2,1
